t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
0.649128,-0.740631,-0.014155,0.646965,-0.003666,-0.006003,-0.955859,0.293743,0.009322,-0.010535,-2.545347
0.649134,-0.741612,-0.014707,0.646894,-0.003723,-0.005952,-0.955851,0.293768,0.009192,-0.010615,-2.545294
0.649143,-0.742807,-0.015402,0.646804,-0.003673,-0.005865,-0.955873,0.293699,0.009055,-0.010468,-2.545436
0.649741,-0.743773,-0.015999,0.646714,-0.003569,-0.005806,-0.955911,0.293578,0.009005,-0.010232,-2.545689
0.650508,-0.744944,-0.016758,0.646575,-0.003440,-0.005753,-0.955976,0.293367,0.008982,-0.009954,-2.546130
0.650795,-0.745899,-0.017393,0.646436,-0.003364,-0.005712,-0.956033,0.293184,0.008951,-0.009781,-2.546511
0.650974,-0.747071,-0.018151,0.646248,-0.003317,-0.005648,-0.956089,0.293003,0.008856,-0.009652,-2.546891
0.651207,-0.748034,-0.018750,0.646103,-0.003335,-0.005594,-0.956116,0.292915,0.008743,-0.009655,-2.547073
0.651559,-0.749214,-0.019459,0.645939,-0.003401,-0.005533,-0.956131,0.292869,0.008589,-0.009745,-2.547170
0.651836,-0.751296,-0.020628,0.645672,-0.003381,-0.005447,-0.956155,0.292791,0.008436,-0.009655,-2.547332
0.653606,-0.752510,-0.021295,0.645553,-0.003299,-0.005438,-0.956177,0.292719,0.008469,-0.009492,-2.547482
0.653691,-0.753493,-0.021837,0.645478,-0.003247,-0.005470,-0.956199,0.292649,0.008562,-0.009412,-2.547628
0.653696,-0.754672,-0.022507,0.645410,-0.003190,-0.005532,-0.956222,0.292572,0.008713,-0.009338,-2.547790
0.653699,-0.755623,-0.023063,0.645355,-0.003151,-0.005569,-0.956243,0.292504,0.008809,-0.009285,-2.547933
0.653703,-0.756766,-0.023757,0.645268,-0.003146,-0.005587,-0.956276,0.292396,0.008846,-0.009285,-2.548157
0.653707,-0.757686,-0.024341,0.645182,-0.003208,-0.005602,-0.956305,0.292299,0.008840,-0.009410,-2.548361
0.653713,-0.758799,-0.025071,0.645070,-0.003325,-0.005616,-0.956341,0.292179,0.008799,-0.009642,-2.548612
0.685711,-0.758282,-0.024859,0.604186,-0.003472,-0.005629,-0.956476,0.291737,0.008743,-0.009927,-2.549539
0.727870,-0.760241,-0.026204,0.604102,-0.003567,-0.005596,-0.956544,0.291511,0.008626,-0.010087,-2.550010
0.727882,-0.761078,-0.026769,0.604056,-0.003572,-0.005579,-0.956570,0.291427,0.008592,-0.010085,-2.550186
0.727891,-0.762105,-0.027450,0.603983,-0.003546,-0.005557,-0.956601,0.291325,0.008566,-0.010023,-2.550399
0.727911,-0.762947,-0.027991,0.603913,-0.003529,-0.005558,-0.956623,0.291256,0.008580,-0.009990,-2.550544
0.727916,-0.763982,-0.028613,0.603825,-0.003514,-0.005586,-0.956643,0.291189,0.008641,-0.009976,-2.550683
0.727926,-0.765835,-0.029606,0.603744,-0.003389,-0.005667,-0.956675,0.291082,0.008871,-0.009784,-2.550907
0.727933,-0.766965,-0.030139,0.603733,-0.003247,-0.005726,-0.956691,0.291030,0.009067,-0.009546,-2.551016
0.727941,-0.768091,-0.030420,0.597308,-0.003109,-0.005762,-0.956725,0.290921,0.009217,-0.009302,-2.551243
0.727948,-0.770345,-0.031501,0.597297,-0.002905,-0.005867,-0.956770,0.290772,0.009538,-0.008972,-2.551554
0.727953,-0.771286,-0.031996,0.597292,-0.002908,-0.005908,-0.956798,0.290677,0.009617,-0.008999,-2.551753
0.727958,-0.772416,-0.032636,0.597280,-0.002952,-0.005961,-0.956835,0.290555,0.009693,-0.009113,-2.552010
0.727963,-0.772793,-0.033872,0.572668,-0.003072,-0.005677,-0.956891,0.290377,0.009081,-0.009177,-2.552381
0.727970,-0.774707,-0.035407,0.572664,-0.003100,-0.005665,-0.956921,0.290276,0.009042,-0.009223,-2.552591
0.732446,-0.775524,-0.036078,0.572657,-0.003105,-0.005643,-0.956929,0.290250,0.008997,-0.009218,-2.552646
0.745315,-0.776529,-0.036911,0.572638,-0.003112,-0.005615,-0.956942,0.290207,0.008941,-0.009215,-2.552735
