t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
2.238390,-0.886511,-0.100477,0.642404,0.003838,0.005337,0.960211,-0.279198,0.008106,-0.010350,-2.575705
2.238883,-0.887608,-0.101020,0.642322,0.003790,0.005423,0.960193,-0.279259,0.008297,-0.010307,-2.575578
2.240140,-0.888952,-0.101696,0.642231,0.003719,0.005587,0.960174,-0.279322,0.008652,-0.010264,-2.575448
2.240907,-0.890033,-0.102254,0.642174,0.003626,0.005733,0.960161,-0.279365,0.008984,-0.010167,-2.575359
2.240921,-0.891350,-0.102906,0.642122,0.003457,0.005822,0.960165,-0.279353,0.009250,-0.009892,-2.575385
2.241617,-0.894886,-0.104506,0.641985,0.003118,0.005756,0.960250,-0.279063,0.009315,-0.009201,-2.575986
2.242247,-0.897451,-0.105689,0.641893,0.002943,0.005428,0.960355,-0.278713,0.008786,-0.008678,-2.576712
2.242549,-0.898551,-0.106214,0.641855,0.002844,0.005259,0.960402,-0.278553,0.008517,-0.008393,-2.577043
2.243295,-0.899895,-0.106884,0.641802,0.002772,0.005091,0.960452,-0.278386,0.008237,-0.008160,-2.577389
2.243652,-0.900975,-0.107436,0.641754,0.002781,0.005009,0.960474,-0.278309,0.008075,-0.008130,-2.577549
2.244263,-0.902262,-0.108106,0.641693,0.002874,0.004964,0.960473,-0.278314,0.007937,-0.008284,-2.577538
2.245330,-0.903300,-0.108655,0.641634,0.002983,0.004967,0.960448,-0.278400,0.007880,-0.008495,-2.577361
2.245691,-0.904572,-0.109330,0.641543,0.003105,0.005011,0.960402,-0.278556,0.007896,-0.008756,-2.577036
2.245742,-0.905615,-0.109880,0.641455,0.003190,0.005069,0.960366,-0.278677,0.007959,-0.008953,-2.576785
2.245865,-0.906894,-0.110538,0.641340,0.003263,0.005152,0.960334,-0.278785,0.008076,-0.009139,-2.576561
2.246511,-0.920749,-0.117165,0.640462,0.003167,0.005006,0.960826,-0.277089,0.007866,-0.008861,-2.580092
2.246886,-0.921700,-0.117688,0.640373,0.003328,0.004995,0.960824,-0.277095,0.007755,-0.009164,-2.580080
2.247240,-0.922872,-0.118297,0.640242,0.003560,0.005005,0.960808,-0.277147,0.007645,-0.009615,-2.579972
2.248110,-0.923838,-0.118770,0.640120,0.003748,0.005028,0.960796,-0.277186,0.007585,-0.009990,-2.579891
2.248296,-0.927243,-0.120339,0.639678,0.004225,0.005334,0.960788,-0.277202,0.007909,-0.011076,-2.579862
2.278040,-0.924627,-0.119786,0.619501,0.004524,0.005443,0.961074,-0.276200,0.007964,-0.011703,-2.581948
2.296626,-0.925755,-0.120279,0.618703,0.004571,0.005598,0.961099,-0.276110,0.008237,-0.011879,-2.582138
2.340425,-0.929094,-0.121784,0.618512,0.004754,0.005702,0.961211,-0.275715,0.008340,-0.012283,-2.582961
2.340785,-0.930107,-0.122265,0.618459,0.004861,0.005623,0.961252,-0.275572,0.008132,-0.012444,-2.583257
2.341425,-0.929252,-0.123630,0.611021,0.004984,0.005447,0.961363,-0.275184,0.007732,-0.012581,-2.584063
2.341982,-0.931155,-0.124824,0.611009,0.004815,0.005264,0.961453,-0.274876,0.007475,-0.012153,-2.584702
2.341991,-0.932208,-0.125530,0.610992,0.004775,0.005202,0.961484,-0.274772,0.007379,-0.012042,-2.584918
2.344373,-0.933054,-0.126101,0.610962,0.004873,0.005199,0.961490,-0.274748,0.007321,-0.012228,-2.584967
2.365198,-0.934089,-0.126782,0.610904,0.005054,0.005224,0.961482,-0.274772,0.007269,-0.012590,-2.584918
2.408614,-0.939703,-0.129654,0.621150,0.004960,0.005184,0.961475,-0.274799,0.007243,-0.012387,-2.584862
2.409325,-0.940864,-0.130356,0.621066,0.004883,0.005275,0.961452,-0.274878,0.007459,-0.012290,-2.584698
2.409430,-0.941828,-0.130933,0.621012,0.004736,0.005356,0.961440,-0.274922,0.007696,-0.012052,-2.584607
2.409627,-0.943025,-0.131645,0.620947,0.004547,0.005476,0.961432,-0.274950,0.008030,-0.011755,-2.584550
2.411964,-0.944017,-0.132231,0.620885,0.004453,0.005581,0.961429,-0.274959,0.008284,-0.011631,-2.584532
2.456447,-0.941775,-0.129585,0.576012,0.004766,0.005644,0.961532,-0.274594,0.008236,-0.012266,-2.585294
2.501932,-0.943872,-0.130738,0.576039,0.004898,0.005724,0.961593,-0.274375,0.008321,-0.012562,-2.585749
2.502589,-0.944830,-0.131232,0.576055,0.004998,0.005701,0.961638,-0.274217,0.008224,-0.012739,-2.586079
2.503722,-0.945513,-0.131843,0.575058,0.005033,0.005581,0.961785,-0.273702,0.007981,-0.012736,-2.587149
2.505704,-0.946485,-0.132347,0.575071,0.005029,0.005427,0.961841,-0.273508,0.007690,-0.012643,-2.587548
2.505745,-0.947676,-0.132995,0.575083,0.005004,0.005208,0.961914,-0.273257,0.007286,-0.012473,-2.588068
2.509501,-0.948690,-0.133521,0.575380,0.005008,0.004959,0.961992,-0.272987,0.006807,-0.012343,-2.588626
2.509513,-0.949817,-0.134258,0.575404,0.005035,0.004838,0.962046,-0.272799,0.006562,-0.012327,-2.589018
2.548618,-0.951249,-0.135837,0.568256,0.005195,0.004742,0.961965,-0.273082,0.006286,-0.012585,-2.588427
2.549803,-0.952331,-0.136572,0.568289,0.005308,0.004758,0.961962,-0.273091,0.006256,-0.012812,-2.588410
2.550330,-0.953219,-0.137160,0.568310,0.005432,0.004829,0.961940,-0.273165,0.006324,-0.013089,-2.588256
2.550342,-0.954307,-0.137859,0.568337,0.005553,0.004967,0.961906,-0.273278,0.006521,-0.013397,-2.588021
2.562699,-0.955535,-0.138145,0.569222,0.005549,0.005189,0.961861,-0.273434,0.006949,-0.013513,-2.587700
2.589720,-0.956432,-0.138447,0.571999,0.005498,0.005473,0.961851,-0.273463,0.007522,-0.013571,-2.587643
2.636935,-0.957370,-0.138956,0.572033,0.005407,0.005582,0.961840,-0.273504,0.007782,-0.013455,-2.587560
2.637455,-0.958526,-0.139567,0.572073,0.005343,0.005679,0.961853,-0.273456,0.008003,-0.013384,-2.587660
2.637467,-0.959472,-0.140063,0.572094,0.005330,0.005721,0.961887,-0.273337,0.008092,-0.013381,-2.587909
2.637583,-0.960480,-0.140982,0.571949,0.005355,0.005646,0.961958,-0.273088,0.007938,-0.013387,-2.588426
